rpm,map_kpa,torque,ve_f,ve_r,spark_f,spark_r,afr_cmd_f,afr_cmd_r,afr_meas_f,afr_meas_r,iat,knock,vbatt,tps
3350.68,79.46,75.81,120,121,24,22,13.0,13.0,13.76,12.77,110.2,0,13.91,15.0
3335.3,78.92,75.46,120,121,24,22,13.0,13.0,11.92,11.5,110.2,0,13.91,15.0
3319.56,78.39,75.11,120,121,24,22,13.0,13.0,12.93,13.69,110.3,0,13.91,15.1
3303.46,77.86,74.78,120,121,24,22,13.0,13.0,11.14,13.07,110.3,0,13.86,15.1
3287.01,77.33,74.44,120,121,24,22,13.0,13.0,13.21,11.64,110.3,0,13.91,15.2
3270.23,76.81,74.12,120,121,24,22,13.0,13.0,13.43,12.26,110.3,0,13.9,15.2
3253.12,76.29,73.81,120,121,24,22,13.0,13.0,13.96,10.95,110.3,0,13.91,15.3
3235.71,75.78,73.51,120,121,24,22,13.0,13.0,12.82,13.98,110.4,0,13.87,15.4
3218.0,75.28,73.21,120,121,24,22,13.0,13.0,12.71,14.14,110.4,0,13.93,15.5
3200.0,74.79,72.93,120,121,24,22,13.0,13.0,11.91,12.51,110.4,0,13.94,15.7
3181.73,74.31,72.66,120,121,24,22,13.0,13.0,11.25,12.77,110.4,0,13.9,15.8
3163.19,73.85,72.4,120,121,24,22,13.0,13.0,12.91,11.72,110.4,0,13.92,16.0
3144.41,73.39,72.15,120,121,24,22,13.0,13.0,13.67,14.92,110.4,0,13.88,16.1
3125.39,72.95,71.91,120,121,24,22,13.0,13.0,12.25,14.07,110.5,0,13.94,16.3
3106.15,72.52,71.69,120,121,24,22,13.0,13.0,12.75,10.98,110.5,0,13.9,16.5
3086.69,72.1,71.47,120,121,24,22,13.0,13.0,13.78,13.55,110.5,0,13.92,16.7
3067.05,71.71,71.28,120,121,24,22,13.0,13.0,14.79,12.24,110.5,0,13.88,16.9
3047.21,71.33,71.09,120,121,24,22,13.0,13.0,11.55,12.59,110.5,0,13.92,17.1
3027.21,70.96,70.92,120,121,24,22,13.0,13.0,14.61,12.98,110.5,0,13.9,17.3
3007.06,70.62,70.76,120,121,24,22,13.0,13.0,12.68,14.14,110.6,0,13.88,17.5
2986.76,70.29,70.62,120,121,24,22,13.0,13.0,12.72,12.61,110.6,0,13.9,17.7
2966.33,69.99,70.49,120,121,24,22,13.0,13.0,14.73,11.64,110.6,0,13.95,18.0
2945.79,69.7,70.38,120,121,24,22,13.0,13.0,12.18,11.72,110.6,0,13.89,18.2
2925.15,69.43,70.28,120,121,24,22,13.0,13.0,13.55,12.65,110.6,0,13.92,18.5
2904.42,69.19,70.19,120,121,24,22,13.0,13.0,12.03,10.7,110.6,0,13.89,18.7
2883.62,68.97,70.12,120,121,24,22,13.0,13.0,13.19,10.93,110.7,0,13.9,19.0
2862.77,68.77,70.07,120,121,24,22,13.0,13.0,13.47,11.69,110.7,0,13.88,19.2
2841.87,68.59,70.03,120,121,24,22,13.0,13.0,11.79,12.46,110.7,0,13.91,19.5
2820.94,68.43,70.01,120,121,24,22,13.0,13.0,15.8,13.98,110.7,0,13.87,19.7
2800.0,68.3,70.0,120,121,24,22,13.0,13.0,11.35,12.48,110.7,0,13.93,20.0
2779.06,68.19,70.01,120,121,24,22,13.0,13.0,13.65,11.99,110.7,0,13.92,20.3
2758.13,68.11,70.03,120,121,24,22,13.0,13.0,14.41,14.31,110.7,0,13.88,20.5
2737.23,68.05,70.07,120,121,24,22,13.0,13.0,13.45,11.09,110.7,0,13.88,20.8
2716.38,68.01,70.12,120,121,24,22,13.0,13.0,11.68,12.28,110.8,0,13.87,21.0
2695.58,68.0,70.19,120,121,24,22,13.0,13.0,13.82,12.56,110.8,0,13.88,21.3
2674.85,68.01,70.28,120,121,24,22,13.0,13.0,13.54,14.36,110.8,0,13.91,21.5
2654.21,68.05,70.38,120,121,24,22,13.0,13.0,12.44,12.24,110.8,0,13.9,21.8
2633.67,68.11,70.49,120,121,24,22,13.0,13.0,12.33,10.56,110.8,0,13.89,22.0
2613.24,68.19,70.62,120,121,24,22,13.0,13.0,14.37,11.59,110.8,0,13.86,22.3
2592.94,68.3,70.76,120,121,24,22,13.0,13.0,12.99,13.85,110.8,0,13.87,22.5
2572.79,68.43,70.92,120,121,24,22,13.0,13.0,13.3,13.03,110.8,0,13.91,22.7
2552.79,68.59,71.09,120,121,24,22,13.0,13.0,13.69,13.26,110.8,0,13.87,22.9
2532.95,68.77,71.28,120,121,24,22,13.0,13.0,13.77,14.16,110.9,0,13.9,23.1
2513.31,68.97,71.47,120,121,24,22,13.0,13.0,13.52,11.36,110.9,0,13.93,23.3
2493.85,69.19,71.69,120,121,24,22,13.0,13.0,12.51,14.48,110.9,0,13.89,23.5
2474.61,69.43,71.91,120,121,24,22,13.0,13.0,13.87,11.92,110.9,0,13.94,23.7
2455.59,69.7,72.15,120,121,24,22,13.0,13.0,11.12,12.98,110.9,0,13.86,23.9
2436.81,69.99,72.4,120,121,24,22,13.0,13.0,11.93,14.76,110.9,0,13.92,24.0
2418.27,70.29,72.66,120,121,24,22,13.0,13.0,11.11,12.54,110.9,0,13.89,24.2
2400.0,70.62,72.93,120,121,24,22,13.0,13.0,13.8,14.71,110.9,0,13.91,24.3
2382.0,70.96,73.21,120,121,24,22,13.0,13.0,13.67,13.14,110.9,0,13.88,24.5
2364.29,71.33,73.51,120,121,24,22,13.0,13.0,13.96,13.63,110.9,0,13.89,24.6
2346.88,71.71,73.81,120,121,24,22,13.0,13.0,12.58,14.25,110.9,0,13.9,24.7
2329.77,72.1,74.12,120,121,24,22,13.0,13.0,12.07,12.06,110.9,0,13.89,24.8
2312.99,72.52,74.44,120,121,24,22,13.0,13.0,13.2,12.48,110.9,0,13.9,24.8
2296.54,72.95,74.78,120,121,24,22,13.0,13.0,15.02,13.54,110.9,0,13.93,24.9
2280.44,73.39,75.11,120,121,24,22,13.0,13.0,11.52,12.7,111.0,0,13.92,24.9
2264.7,73.85,75.46,120,121,24,22,13.0,13.0,14.05,11.78,111.0,0,13.88,25.0
2249.32,74.31,75.81,120,121,24,22,13.0,13.0,14.3,12.33,111.0,0,13.91,25.0
2234.31,74.79,76.17,120,121,24,22,13.0,13.0,13.47,12.45,111.0,0,13.9,25.0
2219.7,75.28,76.54,120,121,24,22,13.0,13.0,12.46,14.59,111.0,0,13.91,25.0
2205.48,75.78,76.91,120,121,24,22,13.0,13.0,14.78,11.98,111.0,0,13.89,25.0
2191.68,76.29,77.29,120,121,24,22,13.0,13.0,13.0,11.6,111.0,0,13.91,24.9
2178.28,76.81,77.67,120,121,24,22,13.0,13.0,14.08,12.02,111.0,0,13.89,24.9
2165.32,77.33,78.05,120,121,24,22,13.0,13.0,13.74,11.75,111.0,0,13.89,24.8
2152.79,77.86,78.44,120,121,24,22,13.0,13.0,14.98,11.76,111.0,0,13.89,24.8
2140.7,78.39,78.82,120,121,24,22,13.0,13.0,15.96,10.16,111.0,0,13.88,24.7
2129.06,78.92,79.22,120,121,24,22,13.0,13.0,15.23,12.18,111.0,0,13.91,24.6
2117.89,79.46,79.61,120,121,24,22,13.0,13.0,15.57,11.83,111.0,0,13.89,24.5
2107.18,80.0,80.0,120,121,24,22,13.0,13.0,13.8,12.59,111.0,0,13.89,24.3
2096.95,80.54,80.39,120,121,24,22,13.0,13.0,13.24,11.13,111.0,0,13.91,24.2
2087.19,81.08,80.78,120,121,24,22,13.0,13.0,14.25,12.51,111.0,0,13.9,24.0
2077.93,81.61,81.18,120,121,24,22,13.0,13.0,13.95,12.08,111.0,0,13.89,23.9
2069.16,82.14,81.56,120,121,24,22,13.0,13.0,13.31,14.44,111.0,0,13.9,23.7
2060.9,82.67,81.95,120,121,24,22,13.0,13.0,13.27,12.54,111.0,0,13.89,23.5
2053.14,83.19,82.33,120,121,24,22,13.0,13.0,12.38,11.67,111.0,0,13.92,23.3
2045.89,83.71,82.71,120,121,24,22,13.0,13.0,12.8,12.87,111.0,0,13.89,23.1
2039.15,84.22,83.09,120,121,24,22,13.0,13.0,12.01,12.23,111.0,0,13.93,22.9
2032.94,84.72,83.46,120,121,24,22,13.0,13.0,12.96,11.99,111.0,0,13.89,22.7
2027.26,85.21,83.83,120,121,24,22,13.0,13.0,13.04,13.06,111.0,0,13.89,22.5
2022.1,85.69,84.19,120,121,24,22,13.0,13.0,13.29,12.24,111.0,0,13.91,22.3
2017.48,86.15,84.54,120,121,24,22,13.0,13.0,13.71,13.07,111.0,0,13.91,22.0
2013.4,86.61,84.89,120,121,24,22,13.0,13.0,13.28,14.26,111.0,0,13.91,21.8
2009.85,87.05,85.22,120,121,24,22,13.0,13.0,14.93,12.76,111.0,0,13.91,21.5
2006.84,87.48,85.56,120,121,24,22,13.0,13.0,12.67,12.88,111.0,0,13.92,21.3
2004.38,87.9,85.88,120,121,24,22,13.0,13.0,13.0,14.63,111.0,0,13.9,21.0
2002.47,88.29,86.19,120,121,24,22,13.0,13.0,15.02,11.67,111.0,0,13.89,20.8
2001.1,88.67,86.49,120,121,24,22,13.0,13.0,12.85,14.09,111.0,0,13.91,20.5
2000.27,89.04,86.79,120,121,24,22,13.0,13.0,13.29,12.39,111.0,0,13.9,20.3
2000.0,89.38,87.07,120,121,24,22,13.0,13.0,14.11,13.92,111.0,0,13.9,20.0
2000.27,89.71,87.34,120,121,24,22,13.0,13.0,12.89,13.07,111.0,0,13.9,19.7
2001.1,90.01,87.6,120,121,24,22,13.0,13.0,13.61,12.44,111.0,0,13.93,19.5
2002.47,90.3,87.85,120,121,24,22,13.0,13.0,12.69,14.75,111.0,0,13.93,19.2
2004.38,90.57,88.09,120,121,24,22,13.0,13.0,14.32,15.19,110.9,0,13.91,19.0
2006.84,90.81,88.31,120,121,24,22,13.0,13.0,13.0,12.4,110.9,0,13.89,18.7
2009.85,91.03,88.53,120,121,24,22,13.0,13.0,14.19,11.3,110.9,0,13.87,18.5
2013.4,91.23,88.72,120,121,24,22,13.0,13.0,14.91,14.23,110.9,0,13.91,18.2
2017.48,91.41,88.91,120,121,24,22,13.0,13.0,14.26,13.97,110.9,0,13.9,18.0
2022.1,91.57,89.08,120,121,24,22,13.0,13.0,11.77,14.58,110.9,0,13.91,17.7
2027.26,91.7,89.24,120,121,24,22,13.0,13.0,11.85,13.26,110.9,0,13.89,17.5
2032.94,91.81,89.38,120,121,24,22,13.0,13.0,13.16,12.72,110.9,0,13.91,17.3
2039.15,91.89,89.51,120,121,24,22,13.0,13.0,13.05,11.77,110.9,0,13.91,17.1
2045.89,91.95,89.62,120,121,24,22,13.0,13.0,13.76,11.47,110.9,0,13.91,16.9
2053.14,91.99,89.72,120,121,24,22,13.0,13.0,14.17,12.97,110.9,0,13.9,16.7
2060.9,92.0,89.81,120,121,24,22,13.0,13.0,12.44,11.11,110.9,0,13.91,16.5
2069.16,91.99,89.88,120,121,24,22,13.0,13.0,13.13,13.68,110.9,0,13.9,16.3
2077.93,91.95,89.93,120,121,24,22,13.0,13.0,12.94,13.38,110.9,0,13.9,16.1
2087.19,91.89,89.97,120,121,24,22,13.0,13.0,14.1,12.71,110.8,0,13.87,16.0
2096.95,91.81,89.99,120,121,24,22,13.0,13.0,13.34,11.69,110.8,0,13.85,15.8
2107.18,91.7,90.0,120,121,24,22,13.0,13.0,12.04,12.72,110.8,0,13.88,15.7
2117.89,91.57,89.99,120,121,24,22,13.0,13.0,11.57,12.98,110.8,0,13.92,15.5
2129.06,91.41,89.97,120,121,24,22,13.0,13.0,14.02,13.26,110.8,0,13.92,15.4
2140.7,91.23,89.93,120,121,24,22,13.0,13.0,12.68,12.24,110.8,0,13.91,15.3
2152.79,91.03,89.88,120,121,24,22,13.0,13.0,12.0,13.67,110.8,0,13.9,15.2
2165.32,90.81,89.81,120,121,24,22,13.0,13.0,12.74,12.76,110.8,0,13.92,15.2
2178.28,90.57,89.72,120,121,24,22,13.0,13.0,11.45,13.62,110.8,0,13.89,15.1
2191.68,90.3,89.62,120,121,24,22,13.0,13.0,12.32,13.36,110.7,0,13.91,15.1
2205.48,90.01,89.51,120,121,24,22,13.0,13.0,13.01,13.61,110.7,0,13.93,15.0
2219.7,89.71,89.38,120,121,24,22,13.0,13.0,12.44,13.82,110.7,0,13.87,15.0
2234.31,89.38,89.24,120,121,24,22,13.0,13.0,13.52,11.16,110.7,0,13.91,15.0
2249.32,89.04,89.08,120,121,24,22,13.0,13.0,12.54,13.55,110.7,0,13.87,15.0
2264.7,88.67,88.91,120,121,24,22,13.0,13.0,13.05,14.33,110.7,0,13.91,15.0
2280.44,88.29,88.72,120,121,24,22,13.0,13.0,12.99,13.36,110.7,0,13.92,15.1
2296.54,87.9,88.53,120,121,24,22,13.0,13.0,13.76,12.65,110.7,0,13.89,15.1
2312.99,87.48,88.31,120,121,24,22,13.0,13.0,12.27,13.35,110.6,0,13.88,15.2
2329.77,87.05,88.09,120,121,24,22,13.0,13.0,10.72,13.14,110.6,0,13.91,15.2
2346.88,86.61,87.85,120,121,24,22,13.0,13.0,13.15,14.67,110.6,0,13.87,15.3
2364.29,86.15,87.6,120,121,24,22,13.0,13.0,12.41,11.72,110.6,0,13.9,15.4
2382.0,85.69,87.34,120,121,24,22,13.0,13.0,12.82,12.85,110.6,0,13.9,15.5
2400.0,85.21,87.07,120,121,24,22,13.0,13.0,12.18,12.23,110.6,0,13.93,15.7
2418.27,84.72,86.79,120,121,24,22,13.0,13.0,13.74,13.21,110.5,0,13.87,15.8
2436.81,84.22,86.49,120,121,24,22,13.0,13.0,12.66,14.1,110.5,0,13.9,16.0
2455.59,83.71,86.19,120,121,24,22,13.0,13.0,13.92,14.87,110.5,0,13.9,16.1
2474.61,83.19,85.88,120,121,24,22,13.0,13.0,12.37,12.86,110.5,0,13.89,16.3
2493.85,82.67,85.56,120,121,24,22,13.0,13.0,13.79,12.95,110.5,0,13.87,16.5
2513.31,82.14,85.22,120,121,24,22,13.0,13.0,13.32,13.33,110.5,0,13.89,16.7
2532.95,81.61,84.89,120,121,24,22,13.0,13.0,10.78,14.82,110.4,0,13.91,16.9
2552.79,81.08,84.54,120,121,24,22,13.0,13.0,11.63,13.63,110.4,0,13.88,17.1
2572.79,80.54,84.19,120,121,24,22,13.0,13.0,11.39,11.0,110.4,0,13.92,17.3
2592.94,80.0,83.83,120,121,24,22,13.0,13.0,13.7,13.09,110.4,0,13.9,17.5
2613.24,79.46,83.46,120,121,24,22,13.0,13.0,14.6,12.57,110.4,0,13.88,17.7
2633.67,78.92,83.09,120,121,24,22,13.0,13.0,12.9,14.1,110.4,0,13.89,18.0
2654.21,78.39,82.71,120,121,24,22,13.0,13.0,11.27,12.56,110.3,0,13.91,18.2
2674.85,77.86,82.33,120,121,24,22,13.0,13.0,13.49,11.5,110.3,0,13.88,18.5
2695.58,77.33,81.95,120,121,24,22,13.0,13.0,11.71,13.42,110.3,0,13.94,18.7
2716.38,76.81,81.56,120,121,24,22,13.0,13.0,12.43,13.52,110.3,0,13.88,19.0
2737.23,76.29,81.18,120,121,24,22,13.0,13.0,15.4,12.74,110.3,0,13.89,19.2
2758.13,75.78,80.78,120,121,24,22,13.0,13.0,12.87,11.9,110.2,0,13.92,19.5
2779.06,75.28,80.39,120,121,24,22,13.0,13.0,12.69,12.46,110.2,0,13.89,19.7
2800.0,74.79,80.0,120,121,24,22,13.0,13.0,10.72,12.79,110.2,0,13.85,20.0
2820.94,74.31,79.61,120,121,24,22,13.0,13.0,12.21,12.85,110.2,0,13.89,20.3
2841.87,73.85,79.22,120,121,24,22,13.0,13.0,12.07,12.44,110.2,0,13.92,20.5
2862.77,73.39,78.82,120,121,24,22,13.0,13.0,14.16,13.22,110.1,0,13.92,20.8
2883.62,72.95,78.44,120,121,24,22,13.0,13.0,12.34,13.06,110.1,0,13.88,21.0
2904.42,72.52,78.05,120,121,24,22,13.0,13.0,13.38,14.13,110.1,0,13.87,21.3
2925.15,72.1,77.67,120,121,24,22,13.0,13.0,12.81,12.8,110.1,0,13.88,21.5
2945.79,71.71,77.29,120,121,24,22,13.0,13.0,12.61,11.15,110.0,0,13.89,21.8
2966.33,71.33,76.91,120,121,24,22,13.0,13.0,14.6,13.9,110.0,0,13.88,22.0
2986.76,70.96,76.54,120,121,24,22,13.0,13.0,13.21,13.48,110.0,0,13.89,22.3
3007.06,70.62,76.17,120,121,24,22,13.0,13.0,12.02,13.37,110.0,0,13.89,22.5
3027.21,70.29,75.81,120,121,24,22,13.0,13.0,12.44,14.23,110.0,0,13.92,22.7
3047.21,69.99,75.46,120,121,24,22,13.0,13.0,11.27,12.81,109.9,0,13.93,22.9
3067.05,69.7,75.11,120,121,24,22,13.0,13.0,14.49,13.78,109.9,0,13.93,23.1
3086.69,69.43,74.78,120,121,24,22,13.0,13.0,13.87,13.18,109.9,0,13.86,23.3
3106.15,69.19,74.44,120,121,24,22,13.0,13.0,12.55,11.82,109.9,0,13.9,23.5
3125.39,68.97,74.12,120,121,24,22,13.0,13.0,14.43,13.6,109.8,0,13.88,23.7
3144.41,68.77,73.81,120,121,24,22,13.0,13.0,11.39,11.01,109.8,0,13.86,23.9
3163.19,68.59,73.51,120,121,24,22,13.0,13.0,14.3,14.29,109.8,0,13.9,24.0
3181.73,68.43,73.21,120,121,24,22,13.0,13.0,12.45,13.22,109.8,0,13.9,24.2
3200.0,68.3,72.93,120,121,24,22,13.0,13.0,14.06,13.72,109.7,0,13.86,24.3
3218.0,68.19,72.66,120,121,24,22,13.0,13.0,13.71,11.0,109.7,0,13.89,24.5
3235.71,68.11,72.4,120,121,24,22,13.0,13.0,11.17,13.29,109.7,0,13.87,24.6
3253.12,68.05,72.15,120,121,24,22,13.0,13.0,11.18,12.01,109.6,0,13.92,24.7
3270.23,68.01,71.91,120,121,24,22,13.0,13.0,12.42,14.0,109.6,0,13.93,24.8
3287.01,68.0,71.69,120,121,24,22,13.0,13.0,12.87,13.87,109.6,0,13.88,24.8
3303.46,68.01,71.47,120,121,24,22,13.0,13.0,12.53,11.85,109.6,0,13.91,24.9
3319.56,68.05,71.28,120,121,24,22,13.0,13.0,13.57,14.31,109.5,0,13.9,24.9
3335.3,68.11,71.09,120,121,24,22,13.0,13.0,13.56,12.99,109.5,0,13.89,25.0
3350.68,68.19,70.92,120,121,24,22,13.0,13.0,13.16,14.0,109.5,0,13.94,25.0
3365.69,68.3,70.76,120,121,24,22,13.0,13.0,13.4,11.85,109.5,0,13.88,25.0
3380.3,68.43,70.62,120,121,24,22,13.0,13.0,11.29,13.21,109.4,0,13.88,25.0
3394.52,68.59,70.49,120,121,24,22,13.0,13.0,14.07,12.76,109.4,0,13.91,25.0
3408.32,68.77,70.38,120,121,24,22,13.0,13.0,12.82,13.49,109.4,0,13.88,24.9
3421.72,68.97,70.28,120,121,24,22,13.0,13.0,12.63,12.57,109.3,0,13.9,24.9
3434.68,69.19,70.19,120,121,24,22,13.0,13.0,12.8,13.86,109.3,0,13.89,24.8
3447.21,69.43,70.12,120,121,24,22,13.0,13.0,13.54,13.43,109.3,0,13.93,24.8
3459.3,69.7,70.07,120,121,24,22,13.0,13.0,9.24,12.28,109.3,0,13.93,24.7
3470.94,69.99,70.03,120,121,24,22,13.0,13.0,10.07,14.75,109.2,0,13.9,24.6
3482.11,70.29,70.01,120,121,24,22,13.0,13.0,10.58,13.85,109.2,0,13.88,24.5
3492.82,70.62,70.0,120,121,24,22,13.0,13.0,11.76,14.7,109.2,0,13.89,24.3
3503.05,70.96,70.01,120,121,24,22,13.0,13.0,11.73,15.32,109.1,0,13.92,24.2
3512.81,71.33,70.03,120,121,24,22,13.0,13.0,12.39,12.03,109.1,0,13.9,24.0
3522.07,71.71,70.07,120,121,24,22,13.0,13.0,14.38,11.79,109.1,0,13.87,23.9
3530.84,72.1,70.12,120,121,24,22,13.0,13.0,14.08,12.6,109.0,0,13.9,23.7
3539.1,72.52,70.19,120,121,24,22,13.0,13.0,13.31,12.45,109.0,0,13.85,23.5
3546.86,72.95,70.28,120,121,24,22,13.0,13.0,12.55,14.35,109.0,0,13.94,23.3
3554.11,73.39,70.38,120,121,24,22,13.0,13.0,12.66,12.85,109.0,0,13.93,23.1
3560.85,73.85,70.49,120,121,24,22,13.0,13.0,13.42,13.21,108.9,0,13.86,22.9
3567.06,74.31,70.62,120,121,24,22,13.0,13.0,12.38,13.1,108.9,0,13.87,22.7
3572.74,74.79,70.76,120,121,24,22,13.0,13.0,12.44,14.84,108.9,0,13.89,22.5
3577.9,75.28,70.92,120,121,24,22,13.0,13.0,11.34,10.62,108.8,0,13.9,22.3
3582.52,75.78,71.09,120,121,24,22,13.0,13.0,12.25,11.79,108.8,0,13.9,22.0
3586.6,76.29,71.28,120,121,24,22,13.0,13.0,13.16,13.0,108.8,0,13.91,21.8
3590.15,76.81,71.47,120,121,24,22,13.0,13.0,11.59,12.03,108.7,0,13.89,21.5
3593.16,77.33,71.69,120,121,24,22,13.0,13.0,12.83,13.93,108.7,0,13.89,21.3
3595.62,77.86,71.91,120,121,24,22,13.0,13.0,12.09,14.5,108.7,0,13.9,21.0
3597.53,78.39,72.15,120,121,24,22,13.0,13.0,11.46,12.38,108.6,0,13.88,20.8
3598.9,78.92,72.4,120,121,24,22,13.0,13.0,11.74,11.17,108.6,0,13.88,20.5
3599.73,79.46,72.66,120,121,24,22,13.0,13.0,15.08,13.9,108.6,0,13.93,20.3
3600.0,80.0,72.93,120,121,24,22,13.0,13.0,14.08,12.55,108.5,0,13.91,20.0
3599.73,80.54,73.21,120,121,24,22,13.0,13.0,13.07,11.45,108.5,0,13.88,19.7
3598.9,81.08,73.51,120,121,24,22,13.0,13.0,13.91,11.26,108.5,0,13.9,19.5
3597.53,81.61,73.81,120,121,24,22,13.0,13.0,13.67,13.56,108.4,0,13.91,19.2
3595.62,82.14,74.12,120,121,24,22,13.0,13.0,11.76,13.3,108.4,0,13.9,19.0
3593.16,82.67,74.44,120,121,24,22,13.0,13.0,12.0,10.33,108.4,0,13.91,18.7
3590.15,83.19,74.78,120,121,24,22,13.0,13.0,11.42,10.65,108.3,0,13.93,18.5
3586.6,83.71,75.11,120,121,24,22,13.0,13.0,11.8,12.14,108.3,0,13.9,18.2
3582.52,84.22,75.46,120,121,24,22,13.0,13.0,13.13,11.43,108.3,0,13.89,18.0
3577.9,84.72,75.81,120,121,24,22,13.0,13.0,13.91,12.29,108.2,0,13.9,17.7
3572.74,85.21,76.17,120,121,24,22,13.0,13.0,10.84,11.94,108.2,0,13.92,17.5
3567.06,85.69,76.54,120,121,24,22,13.0,13.0,12.34,11.49,108.1,0,13.91,17.3
3560.85,86.15,76.91,120,121,24,22,13.0,13.0,13.74,12.99,108.1,0,13.89,17.1
3554.11,86.61,77.29,120,121,24,22,13.0,13.0,13.91,14.5,108.1,0,13.92,16.9
3546.86,87.05,77.67,120,121,24,22,13.0,13.0,11.51,16.01,108.0,0,13.87,16.7
3539.1,87.48,78.05,120,121,24,22,13.0,13.0,11.88,12.93,108.0,0,13.9,16.5
3530.84,87.9,78.44,120,121,24,22,13.0,13.0,13.54,14.11,108.0,0,13.92,16.3
3522.07,88.29,78.82,120,121,24,22,13.0,13.0,12.25,12.65,107.9,0,13.92,16.1
3512.81,88.67,79.22,120,121,24,22,13.0,13.0,14.28,13.88,107.9,0,13.92,16.0
3503.05,89.04,79.61,120,121,24,22,13.0,13.0,13.94,11.96,107.9,0,13.87,15.8
3492.82,89.38,80.0,120,121,24,22,13.0,13.0,13.65,12.02,107.8,0,13.92,15.7
3482.11,89.71,80.39,120,121,24,22,13.0,13.0,12.32,12.11,107.8,0,13.89,15.5
3470.94,90.01,80.78,120,121,24,22,13.0,13.0,14.24,13.43,107.7,0,13.9,15.4
3459.3,90.3,81.18,120,121,24,22,13.0,13.0,13.55,14.44,107.7,0,13.86,15.3
3447.21,90.57,81.56,120,121,24,22,13.0,13.0,14.03,13.81,107.7,0,13.92,15.2
3434.68,90.81,81.95,120,121,24,22,13.0,13.0,14.1,11.64,107.6,0,13.89,15.2
3421.72,91.03,82.33,120,121,24,22,13.0,13.0,13.96,11.86,107.6,0,13.9,15.1
3408.32,91.23,82.71,120,121,24,22,13.0,13.0,11.72,11.15,107.6,0,13.91,15.1
3394.52,91.41,83.09,120,121,24,22,13.0,13.0,12.85,11.66,107.5,0,13.9,15.0
3380.3,91.57,83.46,120,121,24,22,13.0,13.0,13.62,12.24,107.5,0,13.9,15.0
3365.69,91.7,83.83,120,121,24,22,13.0,13.0,13.4,12.25,107.4,0,13.9,15.0
3350.68,91.81,84.19,120,121,24,22,13.0,13.0,12.4,11.96,107.4,0,13.86,15.0
3335.3,91.89,84.54,120,121,24,22,13.0,13.0,12.11,11.16,107.4,0,13.89,15.0
3319.56,91.95,84.89,120,121,24,22,13.0,13.0,14.51,12.54,107.3,0,13.9,15.1
3303.46,91.99,85.22,120,121,24,22,13.0,13.0,12.36,12.89,107.3,0,13.93,15.1
3287.01,92.0,85.56,120,121,24,22,13.0,13.0,13.26,11.6,107.2,0,13.88,15.2
3270.23,91.99,85.88,120,121,24,22,13.0,13.0,13.63,11.47,107.2,0,13.91,15.2
3253.12,91.95,86.19,120,121,24,22,13.0,13.0,12.31,10.63,107.2,0,13.91,15.3
3235.71,91.89,86.49,120,121,24,22,13.0,13.0,12.02,13.29,107.1,0,13.92,15.4
3218.0,91.81,86.79,120,121,24,22,13.0,13.0,12.75,12.83,107.1,0,13.93,15.5
3200.0,91.7,87.07,120,121,24,22,13.0,13.0,12.89,14.46,107.1,0,13.89,15.7
3181.73,91.57,87.34,120,121,24,22,13.0,13.0,12.4,12.71,107.0,0,13.9,15.8
3163.19,91.41,87.6,120,121,24,22,13.0,13.0,14.56,13.64,107.0,0,13.91,16.0
3144.41,91.23,87.85,120,121,24,22,13.0,13.0,14.07,12.82,106.9,0,13.92,16.1
3125.39,91.03,88.09,120,121,24,22,13.0,13.0,12.85,11.35,106.9,0,13.9,16.3
3106.15,90.81,88.31,120,121,24,22,13.0,13.0,16.18,13.57,106.9,0,13.89,16.5
3086.69,90.57,88.53,120,121,24,22,13.0,13.0,14.84,10.45,106.8,0,13.89,16.7
3067.05,90.3,88.72,120,121,24,22,13.0,13.0,13.8,11.86,106.8,0,13.89,16.9
3047.21,90.01,88.91,120,121,24,22,13.0,13.0,13.21,12.02,106.7,0,13.88,17.1
3027.21,89.71,89.08,120,121,24,22,13.0,13.0,12.26,10.84,106.7,0,13.88,17.3
3007.06,89.38,89.24,120,121,24,22,13.0,13.0,13.28,13.85,106.7,0,13.89,17.5
2986.76,89.04,89.38,120,121,24,22,13.0,13.0,12.13,14.56,106.6,0,13.88,17.7
2966.33,88.67,89.51,120,121,24,22,13.0,13.0,13.49,11.6,106.6,0,13.89,18.0
2945.79,88.29,89.62,120,121,24,22,13.0,13.0,13.79,13.25,106.5,0,13.93,18.2
2925.15,87.9,89.72,120,121,24,22,13.0,13.0,14.08,12.9,106.5,0,13.91,18.5
2904.42,87.48,89.81,120,121,24,22,13.0,13.0,12.31,14.15,106.5,0,13.91,18.7
2883.62,87.05,89.88,120,121,24,22,13.0,13.0,13.89,13.45,106.4,0,13.87,19.0
2862.77,86.61,89.93,120,121,24,22,13.0,13.0,12.19,12.91,106.4,0,13.9,19.2
2841.87,86.15,89.97,120,121,24,22,13.0,13.0,13.97,12.9,106.3,0,13.9,19.5
2820.94,85.69,89.99,120,121,24,22,13.0,13.0,14.67,13.19,106.3,0,13.91,19.7
2800.0,85.21,90.0,120,121,24,22,13.0,13.0,14.6,14.28,106.2,0,13.91,20.0
2779.06,84.72,89.99,120,121,24,22,13.0,13.0,14.11,13.12,106.2,0,13.92,20.3
2758.13,84.22,89.97,120,121,24,22,13.0,13.0,15.72,11.6,106.2,0,13.88,20.5
