Engine RPM,MAP kPa,Torque,AFR Target F,AFR Target R,VE F,VE R,AFR Cmd F,AFR Cmd R,AFR Meas F,AFR Meas R,IAT F,Knock,VBatt,TPS
4715.51,100.0,70.76,120,121,24,22,14.7,14.7,12.39,12.5,110.7,0,13.88,25.0
4726.18,100.0,70.62,120,121,24,22,14.7,14.7,12.64,12.53,110.7,0,13.89,25.0
4731.76,100.0,70.49,120,121,24,22,14.7,14.7,12.67,12.58,110.7,0,13.87,25.0
4741.63,100.0,70.38,120,121,24,22,14.7,14.7,12.53,12.51,110.7,0,13.93,24.9
4754.65,100.0,70.28,120,121,24,22,14.7,14.7,12.41,12.44,110.7,0,13.92,24.9
4765.83,100.0,70.19,120,121,24,22,14.7,14.7,12.54,12.42,110.6,0,13.87,24.8
4778.48,100.0,70.12,120,121,24,22,14.7,14.7,12.68,12.55,110.6,0,13.9,24.8
4788.17,100.0,70.07,120,121,24,22,14.7,14.7,12.27,12.45,110.6,0,13.88,24.7
4801.11,100.0,70.03,120,121,24,22,14.7,14.7,12.47,12.53,110.6,0,13.89,24.6
4807.94,100.0,70.01,120,121,24,22,14.7,14.7,12.57,12.37,110.6,0,13.89,24.5
4817.98,100.0,70.0,120,121,24,22,14.7,14.7,12.48,12.39,110.6,0,13.86,24.3
4826.87,100.0,70.01,120,121,24,22,14.7,14.7,12.78,12.47,110.5,0,13.89,24.2
4838.01,100.0,70.03,120,121,24,22,14.7,14.7,12.58,12.4,110.5,0,13.9,24.0
4848.47,100.0,70.07,120,121,24,22,14.7,14.7,12.5,12.52,110.5,0,13.91,23.9
4859.7,100.0,70.12,120,121,24,22,14.7,14.7,12.51,12.7,110.5,0,13.9,23.7
4867.08,100.0,70.19,120,121,24,22,14.7,14.7,12.53,12.57,110.5,0,13.92,23.5
4877.54,100.0,70.28,120,121,24,22,14.7,14.7,12.77,12.39,110.5,0,13.89,23.3
4885.29,99.7,70.38,120,121,24,22,14.7,14.7,12.45,12.59,110.4,0,13.88,23.1
4893.81,100.0,70.49,120,121,24,22,14.7,14.7,12.25,12.59,110.4,0,13.89,22.9
4908.28,100.0,70.62,120,121,24,22,14.7,14.7,12.3,12.33,110.4,0,13.9,22.7
4918.37,100.0,70.76,120,121,24,22,14.7,14.7,12.46,12.37,110.4,0,13.9,22.5
4926.45,100.0,70.92,120,121,24,22,14.7,14.7,12.45,12.48,110.4,0,13.93,22.3
4935.83,100.0,71.09,120,121,24,22,14.7,14.7,12.28,12.73,110.4,0,13.95,22.0
4946.51,100.0,71.28,120,121,24,22,14.7,14.7,12.49,12.56,110.3,0,13.93,21.8
4958.39,100.0,71.47,120,121,24,22,14.7,14.7,12.33,12.56,110.3,0,13.89,21.5
4970.19,100.0,71.69,120,121,24,22,14.7,14.7,12.66,12.43,110.3,0,13.91,21.3
4982.67,100.0,71.91,120,121,24,22,14.7,14.7,12.45,12.59,110.3,0,13.9,21.0
4999.67,100.0,72.15,120,121,24,22,14.7,14.7,12.55,12.39,110.3,0,13.93,20.8
5005.29,100.0,72.4,120,121,24,22,14.7,14.7,12.6,12.23,110.2,0,13.89,20.5
5012.58,100.0,72.66,120,121,24,22,14.7,14.7,12.72,12.32,110.2,0,13.9,20.3
5018.44,100.0,72.93,120,121,24,22,14.7,14.7,12.65,12.31,110.2,0,13.88,20.0
5023.99,100.0,73.21,120,121,24,22,14.7,14.7,12.71,12.63,110.2,0,13.9,19.7
5031.08,100.0,73.51,120,121,24,22,14.7,14.7,12.35,12.45,110.2,0,13.93,19.5
5041.24,100.0,73.81,120,121,24,22,14.7,14.7,12.78,12.66,110.1,0,13.9,19.2
5048.75,100.0,74.12,120,121,24,22,14.7,14.7,12.57,12.52,110.1,0,13.91,19.0
5062.17,100.0,74.44,120,121,24,22,14.7,14.7,12.52,12.35,110.1,0,13.91,18.7
5074.32,100.0,74.78,120,121,24,22,14.7,14.7,12.35,12.25,110.1,0,13.9,18.5
5082.99,100.0,75.11,120,121,24,22,14.7,14.7,12.55,12.56,110.0,0,13.92,18.2
5088.18,100.0,75.46,120,121,24,22,14.7,14.7,12.51,12.53,110.0,0,13.91,18.0
5098.73,100.0,75.81,120,121,24,22,14.7,14.7,12.43,12.69,110.0,0,13.92,17.7
5111.84,100.0,76.17,120,121,24,22,14.7,14.7,12.51,12.76,110.0,0,13.87,17.5
5119.24,100.0,76.54,120,121,24,22,14.7,14.7,12.48,12.54,110.0,0,13.94,17.3
5124.33,100.0,76.91,120,121,24,22,14.7,14.7,12.65,12.8,109.9,0,13.9,17.1
5130.84,100.0,77.29,120,121,24,22,14.7,14.7,12.57,12.32,109.9,0,13.93,16.9
5143.74,100.0,77.67,120,121,24,22,14.7,14.7,12.46,12.8,109.9,0,13.88,16.7
5153.9,100.0,78.05,120,121,24,22,14.7,14.7,12.35,12.59,109.9,0,13.91,16.5
5165.31,100.0,78.44,120,121,24,22,14.7,14.7,12.49,12.38,109.8,0,13.9,16.3
5172.7,100.0,78.82,120,121,24,22,14.7,14.7,12.59,12.48,109.8,0,13.91,16.1
5183.96,100.0,79.22,120,121,24,22,14.7,14.7,12.54,12.5,109.8,0,13.92,16.0
5196.19,100.0,79.61,120,121,24,22,14.7,14.7,12.64,12.67,109.8,0,13.92,15.8
5213.06,100.0,80.0,120,121,24,22,14.7,14.7,12.43,12.52,109.7,0,13.89,15.7
5226.38,100.0,80.39,120,121,24,22,14.7,14.7,12.58,12.52,109.7,0,13.91,15.5
5236.47,100.0,80.78,120,121,24,22,14.7,14.7,12.54,12.53,109.7,0,13.92,15.4
5245.62,100.0,81.18,120,121,24,22,14.7,14.7,12.52,12.56,109.6,0,13.86,15.3
5257.22,100.0,81.56,120,121,24,22,14.7,14.7,12.47,12.69,109.6,0,13.95,15.2
5265.48,100.0,81.95,120,121,24,22,14.7,14.7,12.58,12.44,109.6,0,13.92,15.2
5276.69,100.0,82.33,120,121,24,22,14.7,14.7,12.44,12.47,109.6,0,13.89,15.1
5283.24,100.0,82.71,120,121,24,22,14.7,14.7,12.38,12.45,109.5,0,13.93,15.1
5295.49,100.0,83.09,120,121,24,22,14.7,14.7,12.4,12.48,109.5,0,13.88,15.0
5301.5,100.0,83.46,120,121,24,22,14.7,14.7,12.47,12.46,109.5,0,13.91,15.0
5315.53,100.0,83.83,120,121,24,22,14.7,14.7,12.28,12.64,109.5,0,13.87,15.0
5324.55,100.0,84.19,120,121,24,22,14.7,14.7,12.47,12.46,109.4,0,13.9,15.0
5339.04,100.0,84.54,120,121,24,22,14.7,14.7,12.54,12.53,109.4,0,13.92,15.0
5349.19,100.0,84.89,120,121,24,22,14.7,14.7,12.43,12.35,109.4,0,13.91,15.1
5359.75,100.0,85.22,120,121,24,22,14.7,14.7,12.5,12.51,109.3,0,13.86,15.1
5373.61,100.0,85.56,120,121,24,22,14.7,14.7,12.65,12.46,109.3,0,13.9,15.2
5380.22,100.0,85.88,120,121,24,22,14.7,14.7,12.39,12.61,109.3,0,13.9,15.2
5388.84,100.0,86.19,120,121,24,22,14.7,14.7,12.39,12.56,109.3,0,13.9,15.3
5399.65,100.0,86.49,120,121,24,22,14.7,14.7,12.39,12.55,109.2,0,13.91,15.4
5413.59,100.0,86.79,120,121,24,22,14.7,14.7,12.46,12.39,109.2,0,13.89,15.5
5423.01,100.0,87.07,120,121,24,22,14.7,14.7,12.54,12.43,109.2,0,13.91,15.7
5431.62,100.0,87.34,120,121,24,22,14.7,14.7,12.75,12.35,109.1,0,13.9,15.8
5438.24,100.0,87.6,120,121,24,22,14.7,14.7,12.54,12.36,109.1,0,13.91,16.0
5443.92,100.0,87.85,120,121,24,22,14.7,14.7,12.59,12.59,109.1,0,13.91,16.1
5455.8,100.0,88.09,120,121,24,22,14.7,14.7,12.51,12.57,109.0,0,13.91,16.3
5469.72,100.0,88.31,120,121,24,22,14.7,14.7,12.43,12.51,109.0,0,13.9,16.5
5478.43,100.0,88.53,120,121,24,22,14.7,14.7,12.6,12.52,109.0,0,13.92,16.7
5481.34,100.0,88.72,120,121,24,22,14.7,14.7,12.4,12.54,109.0,0,13.88,16.9
5491.99,100.0,88.91,120,121,24,22,14.7,14.7,12.48,12.58,108.9,0,13.91,17.1
5504.88,100.0,89.08,120,121,24,22,14.7,14.7,12.4,12.61,108.9,0,13.92,17.3
5516.15,100.0,89.24,120,121,24,22,14.7,14.7,12.48,12.36,108.9,0,13.91,17.5
5526.06,100.0,89.38,120,121,24,22,14.7,14.7,12.79,12.36,108.8,0,13.91,17.7
5537.38,100.0,89.51,120,121,24,22,14.7,14.7,12.6,12.68,108.8,0,13.88,18.0
5545.91,100.0,89.62,120,121,24,22,14.7,14.7,12.48,12.53,108.8,0,13.91,18.2
5558.51,100.0,89.72,120,121,24,22,14.7,14.7,12.42,12.7,108.7,0,13.9,18.5
5570.8,100.0,89.81,120,121,24,22,14.7,14.7,12.35,12.66,108.7,0,13.89,18.7
5588.99,100.0,89.88,120,121,24,22,14.7,14.7,12.57,12.42,108.7,0,13.89,19.0
5593.52,100.0,89.93,120,121,24,22,14.7,14.7,12.43,12.42,108.6,0,13.92,19.2
5599.46,100.0,89.97,120,121,24,22,14.7,14.7,12.44,12.48,108.6,0,13.92,19.5
5608.34,100.0,89.99,120,121,24,22,14.7,14.7,12.49,12.57,108.6,0,13.87,19.7
5614.06,100.0,90.0,120,121,24,22,14.7,14.7,12.42,12.5,108.5,0,13.89,20.0
5624.95,100.0,89.99,120,121,24,22,14.7,14.7,12.71,12.36,108.5,0,13.89,20.3
5632.42,100.0,89.97,120,121,24,22,14.7,14.7,12.55,12.4,108.5,0,13.93,20.5
5646.59,100.0,89.93,120,121,24,22,14.7,14.7,12.48,12.51,108.4,0,13.89,20.8
5655.55,100.0,89.88,120,121,24,22,14.7,14.7,12.49,12.42,108.4,0,13.87,21.0
5670.23,100.0,89.81,120,121,24,22,14.7,14.7,12.69,12.49,108.4,0,13.93,21.3
5680.19,100.0,89.72,120,121,24,22,14.7,14.7,12.5,12.65,108.3,0,13.93,21.5
5690.46,100.0,89.62,120,121,24,22,14.7,14.7,12.39,12.57,108.3,0,13.91,21.8
5700.29,100.0,89.51,120,121,24,22,14.7,14.7,12.57,12.73,108.3,0,13.9,22.0
5708.69,100.0,89.38,120,121,24,22,14.7,14.7,12.5,12.43,108.2,0,13.88,22.3
5717.96,100.0,89.24,120,121,24,22,14.7,14.7,12.45,12.36,108.2,0,13.91,22.5
5728.68,100.0,89.08,120,121,24,22,14.7,14.7,12.6,12.38,108.1,0,13.91,22.7
5738.47,100.0,88.91,120,121,24,22,14.7,14.7,12.3,12.37,108.1,0,13.89,22.9
5743.05,100.0,88.72,120,121,24,22,14.7,14.7,12.45,12.44,108.1,0,13.88,23.1
5759.08,100.0,88.53,120,121,24,22,14.7,14.7,12.65,12.56,108.0,0,13.88,23.3
5767.04,100.0,88.31,120,121,24,22,14.7,14.7,12.46,12.61,108.0,0,13.88,23.5
5774.02,100.0,88.09,120,121,24,22,14.7,14.7,12.51,12.36,108.0,0,13.91,23.7
5784.98,100.0,87.85,120,121,24,22,14.7,14.7,12.39,12.43,107.9,0,13.88,23.9
5790.96,100.0,87.6,120,121,24,22,14.7,14.7,12.49,12.48,107.9,0,13.89,24.0
5804.3,100.0,87.34,120,121,24,22,14.7,14.7,12.56,12.33,107.9,0,13.87,24.2
5813.83,100.0,87.07,120,121,24,22,14.7,14.7,12.49,12.39,107.8,0,13.92,24.3
5825.48,100.0,86.79,120,121,24,22,14.7,14.7,12.67,12.47,107.8,0,13.89,24.5
5834.26,100.0,86.49,120,121,24,22,14.7,14.7,12.39,12.58,107.7,0,13.9,24.6
5842.48,100.0,86.19,120,121,24,22,14.7,14.7,12.77,12.49,107.7,0,13.9,24.7
5853.32,100.0,85.88,120,121,24,22,14.7,14.7,12.54,12.51,107.7,0,13.88,24.8
5864.11,100.0,85.56,120,121,24,22,14.7,14.7,12.56,12.58,107.6,0,13.92,24.8
5873.74,100.0,85.22,120,121,24,22,14.7,14.7,12.53,12.44,107.6,0,13.88,24.9
5884.26,100.0,84.89,120,121,24,22,14.7,14.7,12.49,12.68,107.6,0,13.88,24.9
5891.95,100.0,84.54,120,121,24,22,14.7,14.7,12.43,12.58,107.5,0,13.88,25.0
5904.49,100.0,84.19,120,121,24,22,14.7,14.7,12.22,12.58,107.5,0,13.9,25.0
5912.1,100.0,83.83,120,121,24,22,14.7,14.7,12.51,12.46,107.4,0,13.91,25.0
5925.78,100.0,83.46,120,121,24,22,14.7,14.7,12.6,12.26,107.4,0,13.9,25.0
5937.95,100.0,83.09,120,121,24,22,14.7,14.7,12.61,12.47,107.4,0,13.9,25.0
5950.7,100.0,82.71,120,121,24,22,14.7,14.7,12.41,12.4,107.3,0,13.87,24.9
5960.5,100.0,82.33,120,121,24,22,14.7,14.7,12.43,12.49,107.3,0,13.93,24.9
5970.41,100.0,81.95,120,121,24,22,14.7,14.7,12.49,12.52,107.2,0,13.88,24.8
5981.66,100.0,81.56,120,121,24,22,14.7,14.7,12.54,12.48,107.2,0,13.88,24.8
5990.33,100.0,81.18,120,121,24,22,14.7,14.7,12.58,12.55,107.2,0,13.87,24.7
6000.09,100.0,80.78,120,121,24,22,14.7,14.7,12.55,12.69,107.1,0,13.89,24.6
6009.21,100.0,80.39,120,121,24,22,14.7,14.7,12.62,12.51,107.1,0,13.9,24.5
6018.36,100.0,80.0,120,121,24,22,14.7,14.7,12.45,12.35,107.1,0,13.9,24.3
6027.55,100.0,79.61,120,121,24,22,14.7,14.7,12.5,12.46,107.0,0,13.92,24.2
6036.52,100.0,79.22,120,121,24,22,14.7,14.7,12.42,12.56,107.0,0,13.9,24.0
6044.25,99.97,78.82,120,121,24,22,14.7,14.7,12.53,12.64,106.9,0,13.85,23.9
6058.06,100.0,78.44,120,121,24,22,14.7,14.7,12.37,12.45,106.9,0,13.9,23.7
6073.54,100.0,78.05,120,121,24,22,14.7,14.7,12.44,12.69,106.9,0,13.93,23.5
6084.83,100.0,77.67,120,121,24,22,14.7,14.7,12.62,12.63,106.8,0,13.91,23.3
6092.12,100.0,77.29,120,121,24,22,14.7,14.7,12.58,12.55,106.8,0,13.91,23.1
6102.71,100.0,76.91,120,121,24,22,14.7,14.7,12.44,12.57,106.7,0,13.89,22.9
6112.38,100.0,76.54,120,121,24,22,14.7,14.7,12.72,12.39,106.7,0,13.9,22.7
6124.1,99.99,76.17,120,121,24,22,14.7,14.7,12.51,12.59,106.7,0,13.86,22.5
6134.73,100.0,75.81,120,121,24,22,14.7,14.7,12.58,12.56,106.6,0,13.94,22.3
6144.92,100.0,75.46,120,121,24,22,14.7,14.7,12.6,12.1,106.6,0,13.91,22.0
6154.7,100.0,75.11,120,121,24,22,14.7,14.7,12.26,12.86,106.5,0,13.92,21.8
6165.8,100.0,74.78,120,121,24,22,14.7,14.7,12.62,12.29,106.5,0,13.91,21.5
6179.4,100.0,74.44,120,121,24,22,14.7,14.7,12.42,12.44,106.5,0,13.85,21.3
6185.84,100.0,74.12,120,121,24,22,14.7,14.7,12.64,12.56,106.4,0,13.89,21.0
6199.09,100.0,73.81,120,121,24,22,14.7,14.7,12.64,12.74,106.4,0,13.9,20.8
6209.57,100.0,73.51,120,121,24,22,14.7,14.7,12.53,12.32,106.3,0,13.93,20.5
6220.11,100.0,73.21,120,121,24,22,14.7,14.7,12.29,12.65,106.3,0,13.9,20.3
6232.92,100.0,72.93,120,121,24,22,14.7,14.7,12.57,12.57,106.2,0,13.93,20.0
6241.24,100.0,72.66,120,121,24,22,14.7,14.7,12.72,12.48,106.2,0,13.86,19.7
6251.73,100.0,72.4,120,121,24,22,14.7,14.7,12.42,12.63,106.2,0,13.92,19.5
6265.21,100.0,72.15,120,121,24,22,14.7,14.7,12.66,12.4,106.1,0,13.9,19.2
6269.8,100.0,71.91,120,121,24,22,14.7,14.7,12.32,12.4,106.1,0,13.92,19.0
6283.64,100.0,71.69,120,121,24,22,14.7,14.7,12.82,12.68,106.0,0,13.92,18.7
6289.62,100.0,71.47,120,121,24,22,14.7,14.7,12.46,12.55,106.0,0,13.9,18.5
6301.05,100.0,71.28,120,121,24,22,14.7,14.7,12.24,12.57,106.0,0,13.88,18.2
6308.32,100.0,71.09,120,121,24,22,14.7,14.7,12.64,12.42,105.9,0,13.9,18.0
6316.67,100.0,70.92,120,121,24,22,14.7,14.7,12.63,12.53,105.9,0,13.9,17.7
6328.08,100.0,70.76,120,121,24,22,14.7,14.7,12.53,12.41,105.8,0,13.88,17.5
6335.77,100.0,70.62,120,121,24,22,14.7,14.7,12.48,12.57,105.8,0,13.89,17.3
6347.41,100.0,70.49,120,121,24,22,14.7,14.7,12.5,12.41,105.8,0,13.9,17.1
6359.84,100.0,70.38,120,121,24,22,14.7,14.7,12.43,12.47,105.7,0,13.92,16.9
6367.58,100.0,70.28,120,121,24,22,14.7,14.7,12.47,12.46,105.7,0,13.91,16.7
6379.77,100.0,70.19,120,121,24,22,14.7,14.7,12.64,12.34,105.6,0,13.9,16.5
6392.94,100.0,70.12,120,121,24,22,14.7,14.7,12.47,12.67,105.6,0,13.9,16.3
6406.28,100.0,70.07,120,121,24,22,14.7,14.7,12.6,12.56,105.5,0,13.89,16.1
6500.0,99.64,78.82,120,121,24,22,14.7,14.7,12.44,12.5,108.6,0,13.89,19.2
6500.0,99.67,89.99,120,121,24,22,14.7,14.7,12.38,12.43,100.9,0,13.91,15.8
6500.0,99.82,70.49,120,121,24,22,14.7,14.7,12.18,12.49,99.3,0,13.9,15.0
6500.0,99.86,86.49,120,121,24,22,14.7,14.7,12.62,12.27,100.6,0,13.89,19.5
6500.0,99.86,88.53,120,121,24,22,14.7,14.7,12.3,12.45,110.9,0,13.95,23.3
6500.0,99.9,89.97,120,121,24,22,14.7,14.7,12.24,12.76,101.7,0,13.92,24.6
6500.0,99.93,84.19,120,121,24,22,14.7,14.7,12.49,12.46,99.4,0,13.91,17.7
6500.0,99.94,75.81,120,121,24,22,14.7,14.7,12.51,12.5,99.5,0,13.91,22.7
6500.0,99.94,83.09,120,121,24,22,14.7,14.7,12.62,12.83,99.8,0,13.87,25.0
6500.0,99.97,70.92,120,121,24,22,14.7,14.7,12.4,12.48,99.8,0,13.91,25.0
6500.0,99.99,81.56,120,121,24,22,14.7,14.7,12.54,12.46,99.4,0,13.93,15.2
6500.0,99.99,80.0,120,121,24,22,14.7,14.7,12.34,12.57,105.4,0,13.9,15.7
6500.0,100.0,76.91,120,121,24,22,14.7,14.7,12.65,12.43,108.1,0,13.91,17.1
6500.0,100.0,88.53,120,121,24,22,14.7,14.7,12.41,12.34,110.1,0,13.88,18.5
6500.0,100.0,86.79,120,121,24,22,14.7,14.7,12.55,12.35,111.0,0,13.92,19.7
6500.0,100.0,74.12,120,121,24,22,14.7,14.7,12.61,12.56,110.7,0,13.92,21.0
6500.0,100.0,70.76,120,121,24,22,14.7,14.7,12.6,12.33,109.2,0,13.93,22.5
6500.0,100.0,81.95,120,121,24,22,14.7,14.7,12.4,12.44,106.9,0,13.9,23.5
6500.0,100.0,90.0,120,121,24,22,14.7,14.7,12.33,12.53,104.2,0,13.91,24.3
6500.0,100.0,82.33,120,121,24,22,14.7,14.7,12.49,12.5,101.6,0,13.89,24.9
6500.0,100.0,74.12,120,121,24,22,14.7,14.7,12.46,12.71,99.0,0,13.88,24.8
6500.0,100.0,86.49,120,121,24,22,14.7,14.7,12.52,12.55,99.5,0,13.89,24.0
6500.0,100.0,88.72,120,121,24,22,14.7,14.7,12.75,12.69,101.0,0,13.92,23.1
6500.0,100.0,76.91,120,121,24,22,14.7,14.7,12.39,12.51,103.4,0,13.97,22.0
6500.0,100.0,70.03,120,121,24,22,14.7,14.7,12.61,12.61,106.2,0,13.88,20.5
6500.0,100.0,89.38,120,121,24,22,14.7,14.7,12.58,12.44,110.4,0,13.87,17.7
6500.0,100.0,85.22,120,121,24,22,14.7,14.7,12.46,12.43,111.0,0,13.93,16.7
6500.0,100.0,72.66,120,121,24,22,14.7,14.7,12.61,12.5,110.4,0,13.92,15.8
6500.0,100.0,71.69,120,121,24,22,14.7,14.7,12.5,12.55,108.7,0,13.92,15.2
6500.0,100.0,83.83,120,121,24,22,14.7,14.7,12.28,12.51,106.2,0,13.94,15.0
6500.0,100.0,89.81,120,121,24,22,14.7,14.7,12.61,12.41,103.5,0,13.93,15.2
6500.0,100.0,80.39,120,121,24,22,14.7,14.7,12.52,12.43,101.1,0,13.88,15.8
6500.0,100.0,70.28,120,121,24,22,14.7,14.7,12.52,12.43,99.5,0,13.9,16.7
6500.0,100.0,75.81,120,121,24,22,14.7,14.7,12.45,12.43,99.0,0,13.95,17.7
6500.0,100.0,87.85,120,121,24,22,14.7,14.7,12.65,12.56,99.7,0,13.89,19.2
6500.0,100.0,87.6,120,121,24,22,14.7,14.7,12.55,12.45,101.5,0,13.91,20.5
6500.0,100.0,75.11,120,121,24,22,14.7,14.7,12.69,12.44,104.0,0,13.86,21.8
6500.0,100.0,70.38,120,121,24,22,14.7,14.7,12.63,12.42,106.8,0,13.89,23.1
6500.0,100.0,80.78,120,121,24,22,14.7,14.7,12.25,12.45,109.1,0,13.88,24.0
6500.0,100.0,89.93,120,121,24,22,14.7,14.7,12.68,12.62,110.6,0,13.88,24.7
6500.0,100.0,83.46,120,121,24,22,14.7,14.7,12.34,12.34,111.0,0,13.91,25.0
6500.0,100.0,71.47,120,121,24,22,14.7,14.7,12.43,12.39,110.1,0,13.87,24.9
6500.0,100.0,73.21,120,121,24,22,14.7,14.7,12.38,12.34,108.2,0,13.89,24.5
6500.0,100.0,85.56,120,121,24,22,14.7,14.7,12.56,12.8,105.6,0,13.92,23.5
6500.0,100.0,89.24,120,121,24,22,14.7,14.7,12.28,12.57,102.9,0,13.92,22.5
6500.0,100.0,78.05,120,121,24,22,14.7,14.7,12.64,12.55,100.7,0,13.91,21.3
6500.0,100.0,70.01,120,121,24,22,14.7,14.7,12.54,12.5,99.3,0,13.88,19.7
6500.0,100.0,77.67,120,121,24,22,14.7,14.7,12.44,12.48,99.1,0,13.91,18.5
6500.0,100.0,89.08,120,121,24,22,14.7,14.7,12.48,12.65,100.0,0,13.9,17.3
6500.0,100.0,86.19,120,121,24,22,14.7,14.7,12.39,12.46,102.1,0,13.91,16.1
6500.0,100.0,73.51,120,121,24,22,14.7,14.7,12.63,12.4,104.7,0,13.89,15.4
6500.0,100.0,71.28,120,121,24,22,14.7,14.7,12.65,12.29,107.3,0,13.89,15.1
6500.0,100.0,82.71,120,121,24,22,14.7,14.7,12.41,12.51,109.5,0,13.9,15.1
6500.0,100.0,89.97,120,121,24,22,14.7,14.7,12.46,12.37,110.8,0,13.87,15.4
6500.0,100.0,81.56,120,121,24,22,14.7,14.7,12.5,12.43,110.9,0,13.89,16.3
6500.0,100.0,70.62,120,121,24,22,14.7,14.7,12.47,12.46,109.8,0,13.95,17.3
6500.0,100.0,74.78,120,121,24,22,14.7,14.7,12.6,12.62,107.7,0,13.88,18.5
6500.0,100.0,87.07,120,121,24,22,14.7,14.7,12.4,12.55,105.0,0,13.93,20.0
6500.0,100.0,88.31,120,121,24,22,14.7,14.7,12.65,12.55,102.4,0,13.91,21.3
6500.0,100.0,76.17,120,121,24,22,14.7,14.7,12.43,12.51,100.3,0,13.9,22.5
6500.0,100.0,70.12,120,121,24,22,14.7,14.7,12.36,12.27,99.1,0,13.93,23.7
6500.0,100.0,79.61,120,121,24,22,14.7,14.7,12.6,12.56,99.2,0,13.97,24.5
6500.0,100.0,89.72,120,121,24,22,14.7,14.7,12.5,12.33,100.4,0,13.92,24.9
6500.0,100.0,84.54,120,121,24,22,14.7,14.7,12.63,12.4,102.6,0,13.89,25.0
6500.0,100.0,72.15,120,121,24,22,14.7,14.7,12.4,12.44,105.3,0,13.91,24.7
6500.0,100.0,72.4,120,121,24,22,14.7,14.7,12.69,12.63,107.9,0,13.91,24.0
6500.0,100.0,84.54,120,121,24,22,14.7,14.7,12.48,12.44,109.9,0,13.87,22.9
6500.0,100.0,89.62,120,121,24,22,14.7,14.7,12.48,12.54,110.9,0,13.88,21.8
6500.0,100.0,79.22,120,121,24,22,14.7,14.7,12.63,12.5,110.7,0,13.93,20.5
6500.0,100.0,70.12,120,121,24,22,14.7,14.7,12.66,12.45,109.3,0,13.91,19.0
6500.0,100.0,76.54,120,121,24,22,14.7,14.7,12.67,12.64,107.1,0,13.87,17.7
6500.0,100.0,88.53,120,121,24,22,14.7,14.7,12.49,12.37,104.4,0,13.92,16.7
6500.0,100.0,87.07,120,121,24,22,14.7,14.7,12.55,12.58,101.8,0,13.91,15.7
6500.0,100.0,74.44,120,121,24,22,14.7,14.7,12.76,12.6,99.9,0,13.89,15.2
6500.0,100.0,70.76,120,121,24,22,14.7,14.7,12.35,12.35,99.0,0,13.87,15.0
6500.0,100.0,82.33,120,121,24,22,14.7,14.7,12.45,12.68,103.2,0,13.92,16.7
6500.0,100.0,71.09,120,121,24,22,14.7,14.7,12.45,12.57,105.9,0,13.86,18.0
6500.0,100.0,73.81,120,121,24,22,14.7,14.7,12.33,12.54,108.4,0,13.95,19.2
6500.0,100.0,86.49,120,121,24,22,14.7,14.7,12.48,12.48,110.2,0,13.93,20.5
6500.0,100.0,88.91,120,121,24,22,14.7,14.7,12.72,12.58,111.0,0,13.94,22.0
6500.0,100.0,77.29,120,121,24,22,14.7,14.7,12.52,12.47,110.5,0,13.88,23.1
6500.0,100.0,70.03,120,121,24,22,14.7,14.7,12.29,12.32,108.9,0,13.87,24.0
6500.0,100.0,78.44,120,121,24,22,14.7,14.7,12.58,12.54,106.5,0,13.87,24.8
6500.0,100.0,89.38,120,121,24,22,14.7,14.7,12.54,12.53,103.8,0,13.9,25.0
6500.0,100.0,85.56,120,121,24,22,14.7,14.7,12.38,12.56,101.3,0,13.92,24.8
6500.0,100.0,72.93,120,121,24,22,14.7,14.7,12.65,12.65,99.6,0,13.91,24.3
6500.0,100.0,71.69,120,121,24,22,14.7,14.7,12.4,12.38,99.0,0,13.89,23.5
6500.0,100.0,83.46,120,121,24,22,14.7,14.7,12.53,12.48,99.6,0,13.94,22.3
6500.0,100.0,89.88,120,121,24,22,14.7,14.7,12.42,12.45,101.3,0,13.92,21.0
6500.0,100.0,80.39,120,121,24,22,14.7,14.7,12.52,12.64,103.8,0,13.9,19.7
6500.0,100.0,70.38,120,121,24,22,14.7,14.7,12.53,12.54,106.5,0,13.9,18.2
6500.0,100.0,75.46,120,121,24,22,14.7,14.7,12.5,12.46,108.9,0,13.88,17.1
6500.0,100.0,87.85,120,121,24,22,14.7,14.7,12.62,12.35,110.5,0,13.86,16.1
6500.0,100.0,87.85,120,121,24,22,14.7,14.7,12.43,12.51,111.0,0,13.89,15.3
6500.0,100.0,75.46,120,121,24,22,14.7,14.7,12.56,12.42,110.2,0,13.88,15.0
6500.0,100.0,70.38,120,121,24,22,14.7,14.7,12.54,12.57,108.4,0,13.91,15.1
6500.0,100.0,80.39,120,121,24,22,14.7,14.7,12.3,12.64,105.9,0,13.9,15.5
6500.0,100.0,89.88,120,121,24,22,14.7,14.7,12.29,12.39,103.2,0,13.89,16.3
6500.0,100.0,83.46,120,121,24,22,14.7,14.7,12.44,12.66,100.9,0,13.91,17.3
6500.0,100.0,71.69,120,121,24,22,14.7,14.7,12.32,12.41,99.4,0,13.9,18.7
6500.0,100.0,72.93,120,121,24,22,14.7,14.7,12.45,12.57,99.0,0,13.9,20.0
6500.0,100.0,85.56,120,121,24,22,14.7,14.7,12.38,12.4,99.9,0,13.87,21.3
6500.0,100.0,89.38,120,121,24,22,14.7,14.7,12.7,12.41,101.9,0,13.93,22.7
6500.0,100.0,78.44,120,121,24,22,14.7,14.7,12.27,12.42,104.4,0,13.93,23.7
